date,open,high,low,close,volume,RSI,Stoch,SMA_50,SMA_200,EV/EBITDA,P/E
01-14-2025,414.34,422.64,394.54,396.36,84320305.0,43.46491692242566,25.26820377961185,370.6782,247.78689999999997,53.55128512941681,-1000.638
01-15-2025,409.9,429.8,405.661,428.22,80545916.0,49.4368196876479,59.78985782842978,374.24559999999997,249.04905,53.55128512941681,-1000.638
01-16-2025,423.49,424.0,409.13,413.82,67415747.0,37.511596742603864,44.18685034873803,377.5424,250.24204999999998,53.55128512941681,-1000.638
01-17-2025,421.5,439.74,419.75,426.5,93720727.0,43.042054898010576,69.46465696465695,381.2156,251.54139999999998,53.55128512941681,-1000.638
01-21-2025,432.64,433.2,406.31,424.07,86135522.0,47.87406867962578,76.50674662668663,384.6682,252.81985,53.55128512941681,-1000.638
01-22-2025,416.81,428.0,414.59,415.11,58607285.0,49.336104375938106,63.07346326836581,387.1998,254.03985,53.55128512941681,-1000.638
01-23-2025,416.06,420.73,408.95,412.38,50256265.0,52.629634191402886,58.98050974512741,389.50919999999996,255.27724999999998,53.55128512941681,-1000.638
01-24-2025,414.45,418.88,405.78,406.58,56040899.0,59.504247319314864,46.90152121697353,391.2164,256.44525,53.55128512941681,-1000.638
01-27-2025,394.8,406.69,389.0,397.15,57530206.0,44.548363278365734,31.801441152922273,392.1594,257.5466,53.55128512941681,-1000.638
01-28-2025,396.91,400.59,386.5,398.09,48182215.0,44.698085419734895,33.30664531625294,393.5514,258.67825,53.55128512941681,-1000.638
01-29-2025,395.21,398.5899,384.48,389.1,67539680.0,47.70345791128187,18.911128903122503,394.72860000000003,259.75075,53.55128512941681,-1000.638
01-30-2025,410.78,412.5,384.41,400.28,97306057.0,52.13395140664961,36.81345076060842,396.51060000000007,260.8969,53.55128512941681,-1000.638
01-31-2025,401.53,419.99,401.34,404.6,83120943.0,53.81460848034664,41.10943522708232,398.1882,262.1125,53.55128512941681,-1000.638
02-03-2025,386.68,389.17,374.36,383.68,92548135.0,43.06801327777385,14.255123891098187,399.087,263.24535,53.55128512941681,-1000.638
02-04-2025,382.63,394.0,381.4,392.21,56538834.0,48.55067402388767,27.301927194860763,400.0112,264.42915,53.55128512941681,-1000.638
02-05-2025,387.51,388.39,375.53,378.17,57122240.0,30.03589948145192,5.827470174365254,400.73400000000004,265.57035,53.55128512941681,-1000.638
02-06-2025,373.03,375.4,363.18,374.32,77683541.0,32.79616724738675,14.550679205851601,401.42760000000004,266.70669999999996,53.55128512941681,-1000.638
02-07-2025,370.19,380.5459,360.34,361.62,69940474.0,21.74708238982754,1.7567938512215608,401.6088,267.80455,53.55128512941681,-1000.638
02-10-2025,356.21,362.7,350.51,350.73,76663686.0,20.254704737183644,0.28390760098080686,401.85159999999996,268.83480000000003,53.55128512941681,-1000.638
02-11-2025,345.8,349.37,325.1,328.5,117845662.0,18.28634199926765,3.555369653874284,401.657,269.66665,53.55128512941681,-1000.638
02-12-2025,329.94,346.4,329.12,336.51,104510014.0,23.253190439258248,12.024449362419611,401.7294,270.4983,53.55128512941681,-1000.638
